direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url,latitud,longitud,ciudad,precio_range,id,geometry,from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
"Carmen 418, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",550000.0,Gastos comunes aproximados $ 75.000,65 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 día,Hermoso Depto!!! Amoblado/ Carmen/ Sta Isabel/2d/2b/terraza,https://www.portalinmobiliario.com/MLC-1733207318-hermoso-depto-amoblado-carmen-sta-isabel2d2bterraza-_JM#position=40&search_layout=stack&type=item&tracking_id=cd321eb8-6eed-4cfc-8e3b-2418fab461d5,-33.449144950000004,-70.64155574104836,Santiago,"(500000.0, 1000000.0]",4923,POINT (-70.64155574104836 -33.44914495),4923,14995,26.0,"['204', '506']","['PA118', 'PA445']","['PA121', 'PA452']","[3.3, 9.3]",2.0,4.6,1.3,"[3.7, 1.2]",25.3,10
"José Miguel De La Barra, Barrio Lastarria, Santiago, RM (Metropolitana)",550000.0,Gastos comunes aproximados $ 85.000,76 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 día por Houm,Departamento José Miguel De La Barra Id: 104416,https://www.portalinmobiliario.com/MLC-1733195070-departamento-jose-miguel-de-la-barra-id-104416-_JM#position=42&search_layout=stack&type=item&tracking_id=cd321eb8-6eed-4cfc-8e3b-2418fab461d5,-33.4366511,-70.6435691,Santiago,"(500000.0, 1000000.0]",4925,POINT (-70.64356909999999 -33.4366511),4925,14995,24.0,"['L5R', 'L2R', '507']","['7', '4', 'PA450']","['4', '70', 'PA322']","[2.6, 4.4, 3.6]",1.9,3.3,1.3,"[3.3, 1.6, 1.7]",23.7,13
"José Miguel De La Barra 450, 8320110 Santiago, Región Metropolitana, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",580000.0,Gastos comunes aproximados $ 62.000,40 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 3 días,Cercano Metro Bellas Artes . Disponible Desde 1 De Julio,https://www.portalinmobiliario.com/MLC-1728224128-cercano-metro-bellas-artes-disponible-desde-1-de-julio-_JM#position=48&search_layout=stack&type=item&tracking_id=cd321eb8-6eed-4cfc-8e3b-2418fab461d5,-33.437083461363635,-70.64365587272728,Santiago,"(500000.0, 1000000.0]",4930,POINT (-70.64365587272728 -33.43708346136363),4930,14995,24.0,"['L5R', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",2.8,4.6,1.3,"[2.6, 1.7, 1.2]",24.2,5
"Lo Vial, San Miguel, RM (Metropolitana)",520000.0,,64 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 día,Av. Lazo / Metro Lo Vial C_260137,https://www.portalinmobiliario.com/MLC-1392814803-av-lazo-metro-lo-vial-c260137-_JM#position=7&search_layout=stack&type=item&tracking_id=b3a8c2b3-edfe-48be-8aaa-3f1d493e14d3,-33.4968264,-70.6530101,Santiago,"(500000.0, 1000000.0]",4936,POINT (-70.6530101 -33.4968264),4936,14995,22.0,"['L2R', '506e']","['53', 'PA450']","['70', 'PA452']","[7.0, 2.6]",1.5,4.6,1.3,"[3.6, 1.5]",22.1,9
"Serrano 890, El Descanso, Maipú, RM (Metropolitana)",560000.0,,65 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 5 días,Arriendo Depto. 3d2b Estacionamiento Y Bodega - Metro U. De,https://www.portalinmobiliario.com/MLC-1726469668-arriendo-depto-3d2b-estacionamiento-y-bodega-metro-u-de-_JM#position=18&search_layout=stack&type=item&tracking_id=b3a8c2b3-edfe-48be-8aaa-3f1d493e14d3,-33.45616453673469,-70.64683702448978,Santiago,"(500000.0, 1000000.0]",4944,POINT (-70.64683702448978 -33.45616453673469),4944,14995,19.0,['509'],['PA627'],['PA452'],[7.1],10.9,4.6,0.0,[2.9],25.3,1
"Nueva San Martin, Metro Moneda, Nueva San Martín, Maipú, RM (Metropolitana)",520000.0,Gastos comunes aproximados $ 80.000,1 dormitorio / 1 baño,2,2023-06-13,Publicado hace 1 día por Easyprop,"Departamento Loft En Plaza Torre Entel, Con Estacionamiento",https://www.portalinmobiliario.com/MLC-1730734178-departamento-loft-en-plaza-torre-entel-con-estacionamiento-_JM#position=25&search_layout=stack&type=item&tracking_id=b3a8c2b3-edfe-48be-8aaa-3f1d493e14d3,-33.4409713,-70.6586019,Santiago,"(500000.0, 1000000.0]",4948,POINT (-70.65860189999999 -33.4409713),4948,14995,25.0,"['L2R', '506']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.0]",8.7,4.6,1.3,"[2.5, 1.3]",25.8,3
"San Pablo 1353, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",599000.0,Gastos comunes aproximados $ 130.000,80 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 día por Unne,"Se Arrienda Depto 2 Dorm. + Sala Studio, Comuna De Santi",https://www.portalinmobiliario.com/MLC-1392745057-se-arrienda-depto-2-dorm-43-sala-studio-comuna-de-santi-_JM#position=28&search_layout=stack&type=item&tracking_id=b3a8c2b3-edfe-48be-8aaa-3f1d493e14d3,-33.4345566,-70.6601565,Santiago,"(500000.0, 1000000.0]",4949,POINT (-70.6601565 -33.4345566),4949,14995,23.0,"['408', '119']","['PA49', 'PA774']","['PA774', 'PA276']","[0.9, 10.3]",2.6,4.3,0.0,"[1.3, 1.6]",21.0,2
"Tarapacá 752, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",600000.0,,63 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 3 días,Arriendo Departamento Completamente Amoblado.,https://www.portalinmobiliario.com/MLC-1392429691-arriendo-departamento-completamente-amoblado-_JM#position=43&search_layout=stack&type=item&tracking_id=b3a8c2b3-edfe-48be-8aaa-3f1d493e14d3,-33.44662143469388,-70.6461763510204,Santiago,"(500000.0, 1000000.0]",4959,POINT (-70.6461763510204 -33.44662143469388),4959,14995,26.0,"['207', '506']","['PA654', 'PA446']","['PA141', 'PA452']","[4.7, 8.0]",1.8,4.6,4.6,"[1.6, 1.1]",26.4,1
"Metro San Bernardo, Plaza de Armas de San Bernardo, San Bernardo, RM (Metropolitana)",600000.0,,2 dormitorios / 2 baños,2,2023-06-13,Publicado hace 6 días,Departamento En Arriendo En San Bernardo,https://www.portalinmobiliario.com/MLC-1391605371-departamento-en-arriendo-en-san-bernardo-_JM#position=12&search_layout=stack&type=item&tracking_id=2a20e293-25f8-4d83-917b-041c640e9a52,-33.445652100000004,-70.65558687738202,Santiago,"(500000.0, 1000000.0]",4968,POINT (-70.65558687738202 -33.4456521),4968,14995,21.0,"['L1', 'L2R', '506e']","['46', '44', 'PA450']","['44', '70', 'PA452']","[0.9, 2.6, 2.6]",2.7,4.6,1.3,"[1.8, 4.0, 1.1]",21.4,6
"Eyzaguirre, San Diego, Santiago, RM (Metropolitana)",570000.0,Gastos comunes aproximados $ 90.000,64 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 6 días por Houm,Departamento Eyzaguirre Id: 109174,https://www.portalinmobiliario.com/MLC-1391513113-departamento-eyzaguirre-id-109174-_JM#position=45&search_layout=stack&type=item&tracking_id=2a20e293-25f8-4d83-917b-041c640e9a52,-33.4532372,-70.6527052,Santiago,"(500000.0, 1000000.0]",4990,POINT (-70.6527052 -33.4532372),4990,14995,18.0,"['226', '506']","['PA55', 'PA449']","['PA57', 'PA452']","[2.6, 5.0]",1.8,4.6,1.2,"[1.6, 1.6]",18.3,4
"Domeyko 2012, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)",575000.0,Gastos comunes aproximados $ 90.000,70 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 3 días,* Depto Mariposa! * 2 Hab / 2 Baños + Est/bod,https://www.portalinmobiliario.com/MLC-1729043098--depto-mariposa-2-hab-2-banos-estbod-_JM#position=47&search_layout=stack&type=item&tracking_id=2a20e293-25f8-4d83-917b-041c640e9a52,-33.4554377,-70.6599834,Santiago,"(500000.0, 1000000.0]",4992,POINT (-70.6599834 -33.4554377),4992,14995,11.0,['506'],['PA451'],['PA452'],[0.9],4.2,4.6,0.0,[1.9],11.5,10
"Estadio Nacional, Ñuñoa, RM (Metropolitana)",570000.0,,50 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 2 días,Departamento Rodrigo De Araya,https://www.portalinmobiliario.com/MLC-1392520555-departamento-rodrigo-de-araya-_JM#position=49&search_layout=stack&type=item&tracking_id=2a20e293-25f8-4d83-917b-041c640e9a52,-33.4623786,-70.6062119,Santiago,"(500000.0, 1000000.0]",4994,POINT (-70.60621190000001 -33.4623786),4994,14995,25.0,['506'],['PD582'],['PA452'],[21.5],2.6,4.6,0.0,[1.6],30.3,1
"Huerfanos 1555, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",519995.0,Gastos comunes aproximados $ 90.000,58 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 6 días,Amplio Y Maravillosa Ubicación,https://www.portalinmobiliario.com/MLC-1391507943-amplio-y-maravillosa-ubicacion-_JM#position=15&search_layout=stack&type=item&tracking_id=26fb6d3a-f002-4c0c-bd47-8eb8fed33fb8,-33.440342925,-70.65888215,Santiago,"(500000.0, 1000000.0]",5008,POINT (-70.65888215 -33.440342925),5008,14995,23.0,"['L2R', '509']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.3]",5.2,4.6,1.3,"[2.7, 1.5]",22.9,2
"Morandé 580, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",570000.0,Gastos comunes aproximados $ 100.000,75 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 5 días,Morande 580,https://www.portalinmobiliario.com/MLC-1725276904-morande-580-_JM#position=18&search_layout=stack&type=item&tracking_id=26fb6d3a-f002-4c0c-bd47-8eb8fed33fb8,-33.43680765306122,-70.65427710408163,Santiago,"(500000.0, 1000000.0]",5011,POINT (-70.65427710408163 -33.43680765306122),5011,14995,26.0,"['L2R', '506e']","['12', 'PA450']","['70', 'PA452']","[6.8, 2.6]",10.7,4.6,1.3,"[2.3, 2.0]",30.2,1
"Avenida Portugal 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",580000.0,Gastos comunes aproximados $ 100.000,54 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 5 días,"Dos Dormitorios , Calle Portugal",https://www.portalinmobiliario.com/MLC-1726384790-dos-dormitorios-calle-portugal-_JM#position=21&search_layout=stack&type=item&tracking_id=26fb6d3a-f002-4c0c-bd47-8eb8fed33fb8,-33.4539741,-70.6337183,Santiago,"(500000.0, 1000000.0]",5014,POINT (-70.6337183 -33.4539741),5014,14995,23.0,['506'],['PA443'],['PA452'],[11.6],4.7,4.6,0.0,[2.6],23.4,21
"Avenida General Bustamante 772, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",530000.0,Gastos comunes aproximados $ 80.000,50 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 6 días,"Dúplex Moderno, Vista Despejada, Edificio Almagro",https://www.portalinmobiliario.com/MLC-1391512689-duplex-moderno-vista-despejada-edificio-almagro-_JM#position=35&search_layout=stack&type=item&tracking_id=26fb6d3a-f002-4c0c-bd47-8eb8fed33fb8,-33.4519808,-70.6289638,Santiago,"(500000.0, 1000000.0]",5026,POINT (-70.62896379999999 -33.4519808),5026,14995,25.0,['506'],['PD564'],['PA452'],[13.4],7.1,4.6,0.0,[2.7],27.7,11
"San Francisco 300 - 600, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",540000.0,Gastos comunes aproximados $ 100.000,76 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 días,Departamento Luminoso- Recien Pintado - Piso Flotante Nuevo,https://www.portalinmobiliario.com/MLC-1727362290-departamento-luminoso-recien-pintado-piso-flotante-nuevo-_JM#position=40&search_layout=stack&type=item&tracking_id=26fb6d3a-f002-4c0c-bd47-8eb8fed33fb8,-33.4459235,-70.6470737,Santiago,"(500000.0, 1000000.0]",5031,POINT (-70.64707370000001 -33.4459235),5031,14995,24.0,"['205', '507']","['PA663', 'PA447']","['PA141', 'PA322']","[4.8, 8.0]",4.2,3.3,1.5,"[1.2, 2.7]",25.6,2
"Tucapel Jiménez 76, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",580000.0,Gastos comunes aproximados $ 160.000,76 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 día,Precioso Depto 3d2b Estac. Metro Los Héroes,https://www.portalinmobiliario.com/MLC-1730821910-precioso-depto-3d2b-estac-metro-los-heroes-_JM#position=48&search_layout=stack&type=item&tracking_id=26fb6d3a-f002-4c0c-bd47-8eb8fed33fb8,-33.443339800000004,-70.65919862856452,Santiago,"(500000.0, 1000000.0]",5036,POINT (-70.65919862856452 -33.4433398),5036,14995,23.0,['121'],['PA272'],['PA276'],[5.9],11.7,4.3,0.0,[2.1],24.0,7
"Salvador Sur 900 - 1200, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",620000.0,Gastos comunes aproximados $ 103.000,104 m² totales / 4 dormitorios / 2 baños,3,2023-06-13,Publicado hace 29 días,Salvador Sur,https://www.portalinmobiliario.com/MLC-1669634926-salvador-sur-_JM#position=11&search_layout=stack&type=item&tracking_id=4c54d6b7-a402-40c2-b329-3ec494d35a71,-33.4598343,-70.622097,Santiago,"(500000.0, 1000000.0]",5083,POINT (-70.622097 -33.4598343),5083,14995,24.0,"['519', '506e']","['PD563', 'PD564']","['PD564', 'PA452']","[2.8, 12.0]",0.3,4.6,0.0,"[1.1, 5.1]",25.8,1
"Dieciocho 747, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)",580000.0,,1 dormitorio / 1 baño,2,2023-06-13,Publicado hace 2 meses,Loft En Arriendo 1 Dormitorio + Estacionamiento - Santiago C,https://www.portalinmobiliario.com/MLC-1392507067-loft-en-arriendo-1-dormitorio-estacionamiento-santiago-c-_JM#position=31&search_layout=stack&type=item&tracking_id=4c54d6b7-a402-40c2-b329-3ec494d35a71,-33.455375,-70.65655525,Santiago,"(500000.0, 1000000.0]",5094,POINT (-70.65655525 -33.455375),5094,14995,19.0,['506'],['PA450'],['PA452'],[3.0],11.0,4.6,0.0,[1.2],19.8,5
"Lord Cochrane 2100 - 2400, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana)",600000.0,,100 m² totales / 4 dormitorios / 1 baño,3,2023-06-13,Publicado hace 42 días,"Excelente Dúplex Barrio Huemul, Patrimonial.",https://www.portalinmobiliario.com/MLC-1379409643-excelente-duplex-barrio-huemul-patrimonial-_JM#position=35&search_layout=stack&type=item&tracking_id=4c54d6b7-a402-40c2-b329-3ec494d35a71,-33.4448884,-70.6555666,Santiago,"(500000.0, 1000000.0]",5098,POINT (-70.6555666 -33.4448884),5098,14995,19.0,"['L1', 'L2R', '509']","['46', '44', 'PA450']","['44', '70', 'PA452']","[0.9, 2.6, 3.3]",1.5,4.6,1.3,"[1.5, 2.2, 1.7]",19.5,7
"Gran Avenida José Miguel Carrera 4697, San Miguel, Chile, Lo Vial, San Miguel, RM (Metropolitana)",550000.0,Gastos comunes aproximados $ 90.000,90 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 mes,"Arriendo Amplio Departamento San Miguel 3h, 2b, E",https://www.portalinmobiliario.com/MLC-1665275224-arriendo-amplio-departamento-san-miguel-3h-2b-e-_JM#position=46&search_layout=stack&type=item&tracking_id=4c54d6b7-a402-40c2-b329-3ec494d35a71,-33.49697932857143,-70.65325248571429,Santiago,"(500000.0, 1000000.0]",5108,POINT (-70.65325248571429 -33.49697932857143),5108,14995,21.0,"['L2R', '506e']","['53', 'PA450']","['70', 'PA452']","[7.0, 2.6]",1.2,4.6,1.3,"[3.7, 2.1]",22.5,13
"Estadio Nacional, Ñuñoa, RM (Metropolitana)",550000.0,Gastos comunes aproximados U$S 0<sup>07</sup>,51 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 2 meses,Estupendo Y Luminoso Departamento A Estrenar,https://www.portalinmobiliario.com/MLC-1381315713-estupendo-y-luminoso-departamento-a-estrenar-_JM#position=24&search_layout=stack&type=item&tracking_id=a78da796-e9b1-4e9d-8340-f2651471de41,-33.4623786,-70.6062119,Santiago,"(500000.0, 1000000.0]",5125,POINT (-70.60621190000001 -33.4623786),5125,14995,26.0,['506e'],['PD582'],['PA452'],[19.4],2.6,4.6,0.0,[2.4],29.0,6
"Eyzaguirre / San Francisco, San Diego, Santiago, RM (Metropolitana)",550000.0,Gastos comunes aproximados $ 120.000,70 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 42 días,Departamento En Arriendo De 3 Dorm+2b+1e. En Santiag,https://www.portalinmobiliario.com/MLC-1379408981-departamento-en-arriendo-de-3-dorm432b431e-en-santiag-_JM#position=32&search_layout=stack&type=item&tracking_id=a78da796-e9b1-4e9d-8340-f2651471de41,-33.4517772,-70.6468385,Santiago,"(500000.0, 1000000.0]",5128,POINT (-70.6468385 -33.4517772),5128,14995,21.0,"['205', '506']","['PA139', 'PA446']","['PA141', 'PA452']","[3.1, 8.0]",0.2,4.6,4.6,"[4.2, 1.3]",26.0,1
"Gran Avenida Jose Miguel Carrera 6300, Ciudad del Niño, San Miguel, RM (Metropolitana)",580000.0,Gastos comunes aproximados $ 100.000,75 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 28 días,Arriendo Departamento 3 Dormitorios San Miguel + Estacionami,https://www.portalinmobiliario.com/MLC-1674718092-arriendo-departamento-3-dormitorios-san-miguel-estacionami-_JM#position=33&search_layout=stack&type=item&tracking_id=a78da796-e9b1-4e9d-8340-f2651471de41,-33.4774007,-70.6482868,Santiago,"(500000.0, 1000000.0]",5129,POINT (-70.64828679999999 -33.4774007),5129,14995,19.0,"['L2R', '506v']","['29', 'PA450']","['70', 'PA452']","[1.6, 3.3]",4.3,4.6,1.3,"[1.7, 3.5]",20.2,9
"Nueva San Martin, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",520000.0,,1 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 27 días por Corredores Independientes,"Moderno Departamento Loft  En Plaza Torre Entel, Con Estacio",https://www.portalinmobiliario.com/MLC-1385091953-moderno-departamento-loft-en-plaza-torre-entel-con-estacio-_JM#position=35&search_layout=stack&type=item&tracking_id=a78da796-e9b1-4e9d-8340-f2651471de41,-33.4409713,-70.6586019,Santiago,"(500000.0, 1000000.0]",5131,POINT (-70.65860189999999 -33.4409713),5131,14995,25.0,"['L2R', '506']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.0]",8.7,4.6,1.3,"[2.3, 1.5]",25.8,3
"Amunátegui 810, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",530000.0,Gastos comunes aproximados $ 95.000,76 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 2 meses,"Oportunidad, Departamento Luminoso A Pasos Metro Cal Y Canto",https://www.portalinmobiliario.com/MLC-1638811782-oportunidad-departamento-luminoso-a-pasos-metro-cal-y-canto-_JM#position=40&search_layout=stack&type=item&tracking_id=a78da796-e9b1-4e9d-8340-f2651471de41,-33.4424498,-70.6560744,Santiago,"(500000.0, 1000000.0]",5135,POINT (-70.65607439999999 -33.4424498),5135,14995,24.0,['119'],['PA272'],['PA276'],[5.9],14.9,4.3,0.0,[2.6],27.7,1
"Av. Libertador Bernardo O'higgins 351, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)",540000.0,Gastos comunes aproximados $ 90.000,52 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 56 días,Se Arrienda Departamento Amoblado En Barrio Lastarria,https://www.portalinmobiliario.com/MLC-1727858826-se-arrienda-departamento-amoblado-en-barrio-lastarria-_JM#position=9&search_layout=stack&type=item&tracking_id=292d7828-338a-4421-8876-539360a2da72,-33.44033845,-70.64112165,Santiago,"(500000.0, 1000000.0]",5147,POINT (-70.64112165 -33.44033845),5147,14995,23.0,"['L1', '507']","['96', 'PA368']","['26', 'PA433']","[8.1, 6.8]",1.2,3.4,3.4,"[2.5, 2.8]",28.3,1
"Gorbea 2455, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)",600000.0,Gastos comunes aproximados $ 110.000,89 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 49 días,"Se Arrienda Departamento En Calle Gorbea, Santiago",https://www.portalinmobiliario.com/MLC-1730835448-se-arrienda-departamento-en-calle-gorbea-santiago-_JM#position=26&search_layout=stack&type=item&tracking_id=292d7828-338a-4421-8876-539360a2da72,-33.4537401,-70.67069913049292,Santiago,"(500000.0, 1000000.0]",5158,POINT (-70.67069913049292 -33.4537401),5158,14995,16.0,['507'],['PA457'],['PA433'],[2.3],4.5,3.4,0.0,[1.9],12.2,7
"Av. Vicuña Mackenna 9060, La Florida, Chile, Rojas Magallanes, La Florida, RM (Metropolitana)",570000.0,Gastos comunes aproximados $ 60.000,70 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 55 días,Se Arrienda Amplio Dpto. 2d + 2b La Florida ,https://www.portalinmobiliario.com/MLC-1560714200-se-arrienda-amplio-dpto-2d-2b-la-florida-_JM#position=40&search_layout=stack&type=item&tracking_id=292d7828-338a-4421-8876-539360a2da72,-33.4368273,-70.6353329,Santiago,"(500000.0, 1000000.0]",5167,POINT (-70.63533289999999 -33.4368273),5167,14995,26.0,"['L5R', 'L2R', '506v']","['6', '4', 'PA450']","['4', '70', 'PA452']","[4.6, 4.4, 3.3]",3.6,4.6,1.3,"[1.6, 2.0, 2.0]",27.3,3
"Almirante Blanco Encalada 1700, Ejército - Toesca, Santiago, RM (Metropolitana)",600000.0,Gastos comunes aproximados $ 100.000,73 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 11 días por Easyprop,Se Arrienda Depto. Privilegiada Ubicación. 3d 2b 1e 1b ,https://www.portalinmobiliario.com/MLC-1390477961-se-arrienda-depto-privilegiada-ubicacion-3d-2b-1e-1b-_JM#position=43&search_layout=stack&type=item&tracking_id=292d7828-338a-4421-8876-539360a2da72,-33.4566598,-70.6604158,Santiago,"(500000.0, 1000000.0]",5170,POINT (-70.6604158 -33.4566598),5170,14995,9.0,['507'],['PA459'],['PA322'],[0.9],3.2,3.3,0.0,[1.8],9.1,8
"Avenida Portugal 790, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",580000.0,Gastos comunes aproximados $ 120.000,62 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 6 meses,Amoblado 2d2b + Estacionamiento Metro Irarrazabal,https://www.portalinmobiliario.com/MLC-1717909076-amoblado-2d2b-estacionamiento-metro-irarrazabal-_JM#position=44&search_layout=stack&type=item&tracking_id=292d7828-338a-4421-8876-539360a2da72,-33.452475784,-70.634118728,Santiago,"(500000.0, 1000000.0]",5171,POINT (-70.634118728 -33.452475784),5171,14995,26.0,['506v'],['PA443'],['PA452'],[12.5],7.5,4.6,0.0,[1.7],26.3,5
"Avenida Vicuña Mackenna 3635, San Joaquín, Chile, Carlos Valdovinos, San Joaquín, RM (Metropolitana)",570000.0,Gastos comunes aproximados $ 120.000,109 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 27 días,Arriendo 3 Dormitorio 2 Baños Con Estacionamiento,https://www.portalinmobiliario.com/MLC-1385110579-arriendo-3-dormitorio-2-banos-con-estacionamiento-_JM#position=7&search_layout=stack&type=item&tracking_id=e6efbf9f-51f2-4225-b576-c37550079229,-33.4368273,-70.6353329,Santiago,"(500000.0, 1000000.0]",5179,POINT (-70.63533289999999 -33.4368273),5179,14995,26.0,"['L5R', 'L3', '506']","['6', '35', 'PA446']","['35', '116', 'PA452']","[3.4, 1.9, 8.0]",3.6,4.6,2.1,"[1.8, 1.6, 1.1]",28.0,3
